 , , , , , , , , , , , , , , , , , , , , , , 
دیده بان بازار : 1405/03/17 - زمان آخرین معامله : 10:26:05,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
سپينود,صندوق س.سهامي سپينود-س,36,163119,3358247473,20428,19816,20110,-318.00,-1.56,20588,160.00,0.78,19816,21038,,,2,10500,20102,20959,4000,1
سنير,سيمان‌ سفيد ني‌ريز,73,3429604,21915169560,6210,6390,6390,180.00,2.90,6390,180.00,2.90,6390,6390,745,8.58,288,13542194,6390,0,0,0
كقزوي,شيشه‌ قزوين‌,15,3480846,1823963304,509,524,524,15.00,2.95,524,15.00,2.95,524,524,-96,-5.46,53,25572663,524,0,0,0
ساينا,صنايع بهداشتي ساينا,74,3063775,15515691000,4921,4806,5068,147.00,2.99,5064,143.00,2.91,4806,5068,840,6.03,36,2669755,5068,5070,5000,1
بلور061,مرابحه بلورنوري-آگاه060403	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
سمگا061,مرابحه سمگا-دماوند060907,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1005000,5000,1
صشستا512,صكوك اجاره شستا512-6ماهه20%,0,0,0,902500,0,902500,0,0,902500,0,0,0,0,,,1,40000,902500,0,0,0
آذرين,صندوق س.بخشي فلزات كيميا-ب,83,1081680,25789374070,23699,23684,24010,311.00,1.31,23842,143.00,0.60,23684,24010,,,1,4000,23985,24008,25000,1
اتوآگاه,صندوق س صنايع آگاه2-بخشي,451,23674324,291886003835,11972,12310,12331,359.00,3.00,12329,357.00,2.98,12170,12331,,,21,1001372,12331,12438,233,1
تابان27,اجاره تابان فردا تمدن14080919,0,0,0,814720,0,814720,0,0,814720,0,0,0,0,,,1,20000,814720,0,0,0
واعتبار,سرمايه گذاري اعتبار ايران,92,4383794,9195359051,2037,2088,2098,61.00,2.99,2098,61.00,2.99,2076,2098,846,2.48,4,807603,2098,2100,50000,1
رويين,صندوق س.بخشي صنايع سورنا1-ب,15,150869,2795837664,17997,18529,18536,539.00,2.99,18532,535.00,2.97,18529,18536,,,3,20084,18307,18536,1855,2
مشير062,مشاركت ش شيراز062-3ماهه20.5%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,2250,990000,1000000,1967,1
صنايع ايران05,مرابحه قطعات صنايع14051222,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,1000000,5000,1
صفولا12,صكوك اجاره فولاد12-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,0,0,0
زروان,صندوق س.كالاي ويستا,0,0,0,35961,0,35900,-61.00,-0.17,35961,0,0,0,0,,,1,30,35800,36449,100,1
دسانكو,داروسازي سبحان انكولوژي,33,2885647,5191278953,1747,1799,1799,52.00,2.98,1799,52.00,2.98,1799,1799,28,64.25,86,24847494,1799,0,0,0
وتوسكا,سرمايه گذاري توسعه توكا,34,1099596,1357095056,1222,1189,1258,36.00,2.95,1234,12.00,0.98,1189,1258,112,11.02,1,95000,1229,1258,26998,2
صاف فيلم51,مرابحه صاف فيلم كاردان051116,0,0,0,900030,0,900030,0,0,900030,0,0,0,0,,,1,5000,873030,0,0,0
نيشكر,توسعه نيشكر و  صنايع جانبي,337,927218,50492104500,53000,52050,54550,"1,550.00",2.92,54450,"1,450.00",2.74,52050,54550,5709,9.54,1,2413,54550,55500,150,1
راه مبين06,مرابحه راه سازي مبين060216,0,0,0,902500,0,902500,0,0,902500,0,0,0,0,,,1,5000,902500,0,0,0
غصينو,صنعتي مينو,128,16569315,68712949305,4027,4147,4147,120.00,2.98,4147,120.00,2.98,4147,4147,537,7.72,724,212284256,4147,0,0,0
پيشران,صندوق س پيشران پارسيان-اهرمي,212,4540826,104346210109,22099,22976,22982,883.00,4.00,22980,881.00,3.99,22800,22982,,,106,3767449,22982,0,0,0
دلقما,دارويي‌ لقمان‌,79,13327564,38983124700,2840,2925,2925,85.00,2.99,2925,85.00,2.99,2925,2925,623,4.7,658,182942839,2925,0,0,0
مصفها602,مشاركت ش اصفهان602-3ماهه20.5%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,6000,970000,0,0,0
كاله53,مرابحه سوليكو كاله كارون051117,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,0,0,0
تصميم,صندوق س با درآمد ثابت تصميم,33,86060,4742172907,55032,55104,55103,71.00,0.13,55103,71.00,0.13,55103,55104,,,3,439728,55103,55104,2992805,3
اوصتا,صندوق انديشه ورزان صباتامين -د,21,406429,25928995960,63720,63797,63797,77.00,0.12,63797,77.00,0.12,63797,63798,,,3,44708576,63797,63798,29987953,1
پرتوسا,صندوق س.سهامي پرتو آمال-س,6,6907,124159115,17455,17970,17977,522.00,2.99,17976,521.00,2.98,17970,17977,,,2,50362,17622,17977,29725,1
ديار,صندوق س.مشترك ديار-سهام,7,2518819,32280258682,12444,12817,12817,373.00,3.00,12816,372.00,2.99,12600,12817,,,5,421699,12817,0,0,0
شراز,پالايش نفت شيراز,46,1086188,47553310640,42510,43780,43780,"1,270.00",2.99,43780,"1,270.00",2.99,43780,43780,6925,6.32,569,33590326,43780,0,0,0
شكربن,كربن‌ ايران‌,374,11519585,77594197190,6570,6420,6750,180.00,2.74,6740,170.00,2.59,6420,6760,1274,5.29,3,16498,6740,6750,123080,1
رابين,صندوق س. توسعه افق رابين-د,114,3480927,89129625311,25574,25605,25605,31.00,0.12,25605,31.00,0.12,25605,25606,,,1,99082140,25605,25606,11907091,1
والماس,س. الماس حكمت ايرانيان,104,3003559,5415405362,1756,1807,1804,48.00,2.73,1803,47.00,2.68,1770,1808,393,4.59,4,46116,1802,1803,800000,1
صفارس8,صكوك اجاره فارس8-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7000,950000,0,0,0
كباده,توليد خاك نسوزاستقلال آباده,158,1793710,32686456730,17700,18230,18230,530.00,2.99,18220,520.00,2.94,18050,18230,3438,5.3,81,2079490,18230,18540,11500,3
دالبر,البرزدارو,58,3071700,17508690000,5540,5700,5700,160.00,2.89,5700,160.00,2.89,5700,5700,880,6.48,381,31436226,5700,0,0,0
پاسار06,اجاره انرژي پاسارگاد14060309,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1005000,5000,1
نشان,صندوق س. نشان هامرز-د,17,1048248,30414501759,28977,29014,29014,37.00,0.13,29015,38.00,0.13,29014,29015,,,100,99586789,29014,29015,8365713,9
اصيل,صندوق درآمدثابت مشترك البرز-د,52,8174339,161648404438,19750,19775,19775,25.00,0.13,19775,25.00,0.13,19775,19776,,,1,149643153,19775,19776,5934285,1
پيروز2,صندوق س.سهامي امين نهايت نگر-س,1,1104000,1104000,17562,1,1,"-17,561.00",-99.99,1,"-17,561.00",-99.99,1,1,,,0,0,0,0,0,0
صگل059,صكوك اجاره كگل059-بدون ضامن	,0,0,0,1010000,0,1010000,0,0,1010000,0,0,0,0,,,1,8000,1000000,1010000,8000,1
دارونو,صندوق س صنايع مفيد5-بخشي,63,3181642,61370692538,18728,19289,19289,561.00,3.00,19289,561.00,3.00,19289,19289,,,1898,226598766,19289,20000,140,2
غچين,كشت‌ و صنعت‌ چين‌ چين,167,10020655,29268056613,2844,2929,2929,85.00,2.99,2921,77.00,2.71,2872,2929,424,6.89,29,4387610,2929,0,0,0
ترنج ثابت,ص.س.درآمد ثابت ترنج سودمند-د,100,3825783,38961561439,10161,10163,10189,28.00,0.28,10184,23.00,0.23,10162,10200,,,5,696,10179,10189,91564,3
صاكو903,صكوك مرابحه آكو903-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,6000,1000000,0,0,0
كگهر073,اجاره گهرزمين كاردان14070822	,0,0,0,837660,0,837660,0,0,837660,0,0,0,0,,,1,100000,831660,0,0,0
توان,صندوق س. اهرمي توان مفيد-س,313,1695730,67613842290,38340,39873,39873,"1,533.00",4.00,39873,"1,533.00",4.00,39873,39873,,,1411,24027183,39873,41311,7821,5
صتوصا702,صكوك مرابحه وتوصا702-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
مشهد512,مشاركت ش مشهد512-3ماهه18%,0,0,0,902502,0,902502,0,0,902502,0,0,0,0,,,1,10000,902501,0,0,0
نوين,بيمه نوين,100,5846608,23329559056,3876,3992,3992,116.00,2.99,3990,114.00,2.94,3938,3992,843,4.73,4,284071,3992,0,0,0
صالبر610,صكوك مرابحه دالبر610-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,1995,1
الكتروماد,صنايع الكترونيك ماديران,317,8519837,27242914709,3107,3199,3200,93.00,2.99,3198,91.00,2.93,3130,3200,876,3.65,22,2500205,3200,3221,1932,4
عرش,صندوق س.عرش ميلاد شهر-س,60,463929,8871718499,18806,19370,19370,564.00,3.00,19123,317.00,1.69,18618,19370,,,2,50946,18656,19370,17000,1
آرمان ارگ071,مرابحه آرمان ارگ-كارآمد071221,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,950000,1050000,5000,1
طبيعت064,مرابحه طبيعت سبز-كارون060710,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,999000,0,0,0
صتوصا712,صكوك مرابحه وتوصا712-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,1500,1000000,0,0,0
ويستا,صندوق س. ويستا -س,16,3428586,106310166102,30104,31007,31007,903.00,3.00,31007,903.00,3.00,31007,31007,,,4,5429,31007,0,0,0
كولان,كولان سل,2435,2648786,67544043000,24800,25500,25500,700.00,2.82,25500,700.00,2.82,25500,25500,2363,10.79,7586,85703419,25500,0,0,0
كرمان5125,مرابحه كرمان موتور-ويستا051223,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,970000,0,0,0
مقدم071,مرابحه مقدم-لوتوس071128,0,0,0,846500,0,846500,0,0,846500,0,0,0,0,,,1,5000,846450,854900,5000,1
ثالوند,سرمايه گذاري مسكن الوند,304,20687935,88569823419,4159,4282,4275,116.00,2.79,4281,122.00,2.93,4251,4283,73,58.64,2,37000,4261,4275,33200,2
غالبر,لبنيات‌ كالبر,0,0,0,33340,0,33340,0,0,33340,0,0,0,0,-911,-36.6,130,3062402,34000,34000,1226171,63
وبصادر,بانك صادرات ايران,2963,677239900,413793578900,594,611,611,17.00,2.86,611,17.00,2.86,611,611,66,9.26,3896,1451350173,611,614,48679,1
پارتا,مجتمع صنعتي آرتاويل تاير,13,61426,799073440,12940,12900,13290,350.00,2.70,13010,70.00,0.54,12900,13300,1010,12.88,1,100000,13010,13270,108,1
خزر,فنرسازي‌زر,31,2611163,3522458887,1310,1349,1349,39.00,2.98,1349,39.00,2.98,1349,1349,364,3.71,63,9524015,1349,1351,405100,2
ومشان,سرمايه گذاري مشانير,42,901128,17653097520,19020,19590,19590,570.00,3.00,19590,570.00,3.00,19590,19590,51,384.12,18,696930,19590,0,0,0
كپرسپوليس,مجتمع كاشي و سنگ پرسپوليس يزد,3805,12586716,81858331820,6330,6340,6510,180.00,2.84,6500,170.00,2.69,6340,6510,723,8.99,6,81917,6510,6520,1000,1
شيمي پارسيان08,مرابحه شيميايي پارسيان080116,0,0,0,839000,0,839000,0,0,839000,0,0,0,0,,,1,5000,827000,835000,10000,1
رويش,ص.س.جسورانه رويش لوتوس,0,0,0,2630000,0,2630000,0,0,2630000,0,0,0,0,,,1,50,2630000,2893000,1200,1
آگاس,صندوق س.هستي بخش آگاه-س,867,2351206,738375083446,304895,314041,314041,"9,146.00",3.00,314041,"9,146.00",3.00,314041,314041,,,1304,6338521,314041,0,0,0
تفيرو,مهندسي فيروزا,0,0,0,176450,0,176450,0,0,176450,0,0,0,0,1358,129.93,9,28903,179950,0,0,0
رشدي كيان2,صندوق س آواي سهام كيان-سهام,4,400000,400000,110535,1,1,"-110,534.00",-100.00,1,"-110,534.00",-100.00,1,1,,,0,0,0,0,0,0
نفيس,صندوق س.پشتوانه طلاي صبا,0,0,0,104375,0,104349,-26.00,-0.02,104375,0,0,0,0,,,1,20,103501,106000,2893,1
چاشني,صندوق س صنايع ويستا2-بخشي,31,2359074,32831232858,13512,13917,13917,405.00,3.00,13917,405.00,3.00,13917,13917,,,108,21236119,13917,0,0,0
اونيكس,ص.س.درآمد ثابت كيميا-د,403,18935371,429513508344,22656,22683,22683,27.00,0.12,22683,27.00,0.12,22683,22684,,,8,214291882,22683,22684,59182172,3
رفاه,فروشگاه هاي زنجيره اي رفاه,76,296312,15436097400,51100,52100,52100,"1,000.00",1.96,52100,"1,000.00",1.96,51250,52100,1103,47.23,1,2827,51600,0,0,0
حيان06,مرابحه داروساز پارس حيان060911,0,0,0,931500,0,931500,0,0,931500,0,0,0,0,,,1,5000,931500,940810,5000,1
كگل2,معدني و صنعتي گل گهر,1,431115000,918274950000,2072,2130,2130,58.00,2.80,2130,58.00,2.80,2130,2130,234,9.1,0,0,0,0,0,0
بهامرز,بيمه زندگي هامرز,351,66139264,209028102455,3158,3160,3166,8.00,0.25,3160,2.00,0.06,3159,3245,198,15.96,1,16045,3167,3200,255000,1
پخش,پخش البرز,203,17617590,149925690900,8270,8510,8510,240.00,2.90,8510,240.00,2.90,8510,8510,1658,5.13,1261,211668497,8510,0,0,0
اعتبارسهام2,صندوق س.اعتبارسهام-سهام,3,3000000,3000000,71851,1,1,"-71,850.00",-100.00,1,"-71,850.00",-100.00,1,1,,,0,0,0,0,0,0
آسود,ص.س.درآمد ثابت آرمان اقتصاد-د,22,32983,501958477,15199,15218,15218,19.00,0.13,15219,20.00,0.13,15218,15219,,,1,9999995,15218,15219,2074688,4
عبهمن1,سلف موازي ون باري بهمن موتور,0,0,0,2325845,0,2325845,0,0,2325845,0,0,0,0,,,1,34320,2325845,2372360,10100,1
صدوص810,صكوك مرابحه شدوص810-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,1000000,1009999,7500,1
دبالك,مواد اوليه دارويي البرز بالك,65,6858988,33835387804,4790,4933,4933,143.00,2.99,4933,143.00,2.99,4933,4933,824,5.99,128,24846408,4933,0,0,0
ضهرم3023,اختيارخ اهرم-26000-1405/03/27,432,9021,122086799000,10838,12250,13848,"3,010.00",27.77,13534,"2,696.00",24.88,12250,13900,,,1,300,13760,13880,13,1
ضهرم3024,اختيارخ اهرم-28000-1405/03/27,453,12883,149951120000,8574,11997,11773,"3,199.00",37.31,11639,"3,065.00",35.75,10110,11997,,,1,10,11774,11929,22,1
ضهرم3025,اختيارخ اهرم-30000-1405/03/27,1140,51422,498375693000,6840,8720,9908,"3,068.00",44.85,9692,"2,852.00",41.70,8720,9998,,,2,81,9865,9940,20,1
ضهرم3026,اختيارخ اهرم-34000-1405/03/27,1723,88637,541547637000,4024,5500,6190,"2,166.00",53.83,6110,"2,086.00",51.84,5001,6300,,,2,150,6130,6188,860,1
ضهرم3027,اختيارخ اهرم-38000-1405/03/27,2593,227732,706614997000,931,2551,3220,"2,289.00",245.86,3103,"2,172.00",233.30,2551,3380,,,1,85,3220,3230,202,2
ضهرم3028,اختيارخ اهرم-42000-1405/03/27,1341,152074,214267143000,852,1210,1434,582.00,68.31,1409,557.00,65.38,1200,1499,,,1,500,1427,1450,150,2
ضهرم3029,اختيارخ اهرم-46000-1405/03/27,690,95630,30673239000,73,360,393,320.00,438.36,321,248.00,339.73,200,435,,,1,200,382,391,11,1
ضهرم3030,اختيارخ اهرم-50000-1405/03/27,75,12191,507673000,36,11,44,8.00,22.22,42,6.00,16.67,11,70,,,1,449,38,45,444,1
ضهرم3031,اختيارخ اهرم-56000-1405/03/27,17,2494,55325000,58,19,29,-29.00,-50.00,22,-36.00,-62.07,14,40,,,1,5,17,29,93,2
ضهرم3032,اختيارخ اهرم-62000-1405/03/27,2,600,9000000,5,15,15,10.00,200.00,15,10.00,200.00,15,15,,,1,1000,7,14,45,1
ضهرم4023,اختيارخ اهرم-20000-1405/04/31,247,5157,100565295000,17779,19480,20102,"2,323.00",13.07,19501,"1,722.00",9.69,15000,20255,,,1,5,20083,20102,11,1
ضهرم4025,اختيارخ اهرم-24000-1405/04/31,335,8326,134335938000,13892,14450,16451,"2,559.00",18.42,16135,"2,243.00",16.15,14450,16500,,,2,10,16451,16550,1,1
